well_id,rmse,r2
1,0.00481553770917325,0.9986771653448738
2,0.005028069085856019,0.9986433087182965
3,0.0048114496050211675,0.9986719754834362
4,0.004749944190190582,0.9987838427998639
5,0.004298818869003203,0.9989633515051691
6,0.004462899471985248,0.9989656040265157
7,0.004921549934242953,0.9986760262096251
8,0.004850892174735245,0.9987096717198205
9,0.004615765158490683,0.9988870102262835
10,0.004473924146887471,0.998925094583074
